,retailer_id,outlet_name,outlet_type_id,type_name,outlet_photo,lat,longi,street_address,pin_code,district,taluka,owner_name,contact_no,landmark,u_name,user_contact_no,beat_number,sub_beat,full_beat
1171,97518,A1 BIG MART ,2,Supermarket,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GJL07572495-IMG-20241122_1622184bbb.jpeg,14.5109427,75.8072642,Harihara,577601,Davangere,Harihara,Gudappa,8217496934,Harihara,Sanjay kumar s,9964140461,4,C,4C
1173,97535,GOPAL PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VLW47125775-IMG-20241123_155917bomm.jpeg,14.5063914,75.8146285,Harihara,577601,Davangere,Harihara,Gopal krishna,9902600920,Harihara,Sanjay kumar s,9964140461,4,A,4A
1175,97566,Hasan Sahab Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JSG95076876-IMG-20241123_120819gkbn.jpeg,14.5062445,75.8134599,Harihara,577601,Davangere,Harihara,Hasan Sahab,9035284682,Harihara,Sanjay kumar s,9964140461,4,A,4A
1135,96425,HIDAYATH PAN SHOP,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/MCA77502901-IMG-20241209_160718podf.jpeg,14.5160117,75.8057551,P b road harihara 577601,577601,Davangere,Harihara,Abdul,9916358708,P b road harihara 577601,Sanjay kumar s,9964140461,4,D,4D
1136,96435,DADAPER STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/EVV17530356-IMG-20241209_153616m0f0.jpeg,14.5166646,75.8051789,Gandinagara 3 rd cross harihara 577601,577601,Davangere,Harihara,Dadaper,9902233571,Gandinagara 3 rd cross harihara 577601,Sanjay kumar s,9964140461,4,D,4D
1138,96452,STAR PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XEE20555479-IMG-20241209_124218392o.jpeg,14.5163138,75.8060535,Gadi nagar 1st main harihara 577601,577601,Davangere,Harihara,Shoawkt ali,9902693906,Gadi nagar 1st main harihara 577601,Sanjay kumar s,9964140461,4,D,4D
2441,167515,RAJGURU ENTERPRISES,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/98bcc44e-3b7b-4807-b9bf-ce98a2b33b8a,14.5147536,75.8072745,Pb road harihara,577601,Davangere,Harihara,Ranjith,9686967149,Pb road harihara,Sanjay kumar s,9964140461,4,D,4D
400,79716,BADAR BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/FCM12844074-IMG-20241209_1551la7gj.jpeg,14.5160419,75.8057182,P b road harihara 577601,577601,Davangere,Harihara,Anis,8105478287,P b road harihara 577601,Sanjay kumar s,9964140461,4,D,4D
401,79727,GANGANNA STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VNZ72929374-IMG-20241209_1434l7l9c.jpeg,14.5144754,75.8046127,Dodabidi road harihara 577601,577601,Davangere,Harihara,Tipesh,9036993899,Dodabidi road harihara 577601,Sanjay kumar s,9964140461,4,D,4D
2378,162434,OM SIDDHESHWAR STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/b8077556-7e14-4441-94f9-e24e2cb4923c,14.5144123,75.806981,Pb road harihara,577601,Davangere,Harihara,Sarvesh,9008553152,Pb road harihara,Sanjay kumar s,9964140461,4,D,4D
2379,162513,SRI GAYATRI STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/2b7513a2-a7a2-42bc-b00b-b2326faea9e5,14.5124874,75.8229659,Pb road harihara,577601,Davangere,Harihara,Gouthami,9591741431,Pb road harihara,Sanjay kumar s,9964140461,4,B,4B
2433,167413,Sri harihareshwara provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/07a009f7-23f6-46da-86d6-aa2a105a302a,14.5104388,75.8074004,Pb road harihara,577601,Davangere,Harihara,Vijay kumar,9591744989,Pb road harihara,Sanjay kumar s,9964140461,4,B,4B
2434,167450,CHETAN STALL,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/outlet-photos/c23793a9-0321-4e5a-aa9d-cab634f73f2c,14.5125419,75.8044588,Pb road harihara,577601,Davangere,Harihara,Chetan,9986230874,Pb road harihara,Sanjay kumar s,9964140461,4,C,4C
2435,167497,PATEL PROVISION STORES,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/4f38bd7d-7d9b-438e-a3ec-d810bf127816,14.5147098,75.8078036,Pb road harihara,577601,Davangere,Harihara,Valaram,9482430293,Pb road harihara,Sanjay kumar s,9964140461,4,D,4D
1134,96421,MARUTHI PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/MGN41881961-IMG-20241209_1631109hjm.jpeg,14.5156124,75.8073208,Harapanahalli road harihara 577601,577601,Davangere,Harihara,Ramesh,9945251822,Harapanahalli road harihara 577601,Sanjay kumar s,9964140461,4,D,4D
1071,94088,9 TEA ZONE,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TRR37170420-9 TEA ZONE20240926_1359enadc.jpeg,14.4823525,75.8012305,Nh4 harihara ,577601,Davangere,Harihara,Santhosh,7349696704,Nh4 harihara,Sanjay kumar s,9964140461,4,A,4A
1020,93020,Vaibhav stores,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/QIX00851509-Vaibhav stores20240926_133392oj9.jpeg,14.4822602,75.8031815,Nh4 harihara,577601,Davangere,Harihara,Manjunath,9440471674,Nh4 harihara,Sanjay kumar s,9964140461,4,A,4A
997,92639,Devika pan shop,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VDV43049633-Devika pan shop20240926_1510hpeo0.jpeg,14.482725,75.8027983,Nh4 harihara,577601,Davangere,Harihara,Tirkappa,9900845541,Nh4 harihara,Sanjay kumar s,9964140461,4,A,4A
975,92194,Sahana tea stall,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/FSV35003241-Sahana tea stall20240926_15386f5a4.jpeg,14.4850596,75.8031138,Nh4 harihara,577601,Davangere,Harihara,Manjunatha,9538761065,Nh4 harihara,Sanjay kumar s,9964140461,4,A,4A
949,91751,Pramod tea stall,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ULA06711450-Pramod tea stall20240926_131113emoe.jpeg,14.4829334,75.802995,Nh4 harihara,577601,Davangere,Harihara,Raju,9538827589,Nh4 harihara,Sanjay kumar s,9964140461,4,A,4A
1865,118211,SRI NARADAMUNI PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BHG89170437-IMG-20241122_133460fd.jpeg,14.5104428,75.8069582,Harihara,577601,Davangere,Harihara,Muniyappa,9242140683,Harihara,Sanjay kumar s,9964140461,4,C,4C
2429,167298,MAHBOOB PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/e071c1b3-36c7-4480-921e-af3df1fbb152,14.5112597,75.8070882,Pb road harihara,577601,Davangere,Harihara,Syed,9880020009,Pb road harihara,Sanjay kumar s,9964140461,4,C,4C
2430,167344,N K GENERAL STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/a4b09c08-b233-4f9e-a5e7-680bdc82d1b9,14.5076742,75.8109683,Javed nagar harihar,577601,Davangere,Harihara,Jaya kumar,9844123191,Javed nagar harihar,Sanjay kumar s,9964140461,4,A,4A
2431,167362,SRI NARADAMUNI PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/b72da29d-ef5d-4598-a741-ba2ecd3ffe19,14.5103916,75.8075295,Pb road harihara,577601,Davangere,Harihara,Muniyappa,9242140683,Pb road harihara,Sanjay kumar s,9964140461,4,B,4B
2432,167406,USARAVELLI COMMERCIALS,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/c213339d-7ffd-4c2f-9bed-3809e4a9be44,14.5103701,75.8075603,Pb road harihara,577601,Davangere,Harihara,Raju,8792260146,Pb road harihara,Sanjay kumar s,9964140461,4,B,4B
291,75843,M P STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XZY92692107-IMG-20241125_152110gaa8.jpeg,14.5158072,75.803397,Harihara,577601,Davangere,Harihara,Parmeshwar,9742494754,Harihara,Sanjay kumar s,9964140461,4,D,4D
292,75891,MANJU BEEDA STALL,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SSE46381040-IMG-20241123_1330155hif.jpeg,14.5092697,75.8089998,Harihara,577601,Davangere,Harihara,Manjunath,9945413749,Harihara,Sanjay kumar s,9964140461,4,B,4B
20,53005,SRI VEERBHADRESHWARA PAN SHOP,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/outlet-photos/53005,14.4829622,75.8027595,Shimoga road harihara ,577601,Davangere,Harihara,Lingraj,7483340435,Shimoga road harihara ,Sanjay kumar s,9964140461,4,A,4A
1532,109047,CHETAN STALL,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/HIO55082760-IMG-20241121_1029dmpom.jpeg,14.5109617,75.802325,Harihara,577601,Davangere,Harihara,Kalmesh,9986230874,Harihara,Sanjay kumar s,9964140461,4,D,4D
1552,109519,SLV Iyengar bakery & sweets cake Palace,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JDZ67468908-IMG-20241116_1613p2geh.jpeg,14.51069,75.8069266,Harihara,577601,Davangere,Harihara,Anand gowda,8970444709,Harihara,Sanjay kumar s,9964140461,4,C,4C
1553,109522,Sri Balaji provision store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/CCB38717398-IMG-20241116_15127h8kg.jpeg,14.5098508,75.8067506,Harihara,577601,Davangere,Harihara,Rangnath,9481360636,Harihara,Sanjay kumar s,9964140461,4,C,4C
1554,109533,Ramesh store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KED27472883-IMG-20241116_1342fefk7.jpeg,14.4992661,75.8109072,Harihara,577601,Davangere,Harihara,Ramesh,8971266098,Harihara,Sanjay kumar s,9964140461,4,A,4A
2493,168545,NAGARAJ PAN SHOP,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/outlet-photos/7684071d-c20e-472c-8a40-921cde7bf777,14.5102383,75.8069112,Honnali road harihara,577601,Davangere,Harihara,Nagaraj,9611114798,Honnali road harihara,Sanjay kumar s,9964140461,4,C,4C
2494,168571,S L V IYENGAR BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/outlet-photos/4bb320f9-3d06-4833-be09-5a6152286beb,14.5107806,75.806952,Honnali road davanagere,577601,Davangere,Harihara,Veerappa,8970774709,Honnali road davanagere,Sanjay kumar s,9964140461,4,C,4C
2495,168578,MISHRA PEDHA,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/outlet-photos/28dbc42f-40f0-496d-b26f-a757fee3f2ba,14.5108809,75.8069699,Honnali road harihara,577601,Davangere,Harihara,Junaid,9380917966,Honnali road harihara,Sanjay kumar s,9964140461,4,C,4C
2498,168612,Mahaboob Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/08541fdc-2b8b-417e-93b1-966060a19412,14.5132509,75.8079907,Pb road harihara,577601,Davangere,Harihara,Samiulla,9742626788,Pb road harihara,Sanjay kumar s,9964140461,4,C,4C
2500,168616,ANAND PAN SHOP,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/outlet-photos/edd19236-5591-4de7-9f63-3fb00900fb09,14.5132681,75.8079957,Pb road harihara,577601,Davangere,Harihara,Anand,9980013801,Pb road harihara,Sanjay kumar s,9964140461,4,C,4C
2504,168624,K M C PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/525fab33-2f5c-4da6-a2c5-14fe7e7191ad,14.5133725,75.8078587,Pb road harihara,577601,Davangere,Harihara,Manjappa,9620020098,Pb road harihara,Sanjay kumar s,9964140461,4,C,4C
1599,110302,MUPPANNA SWEETS & BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LWU26942317-IMG-20241112_1536652b0.jpeg,14.5122869,75.8073258,Harihara ,577601,Davangere,Harihara,Prakash,9972793836,Harihara,Sanjay kumar s,9964140461,4,C,4C
127,72526,Sri Vinayaka Pan shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/QKE16610833-Sri Vinayaka Pan shop20240926_1448p72he.jpeg,14.48264,75.802685,Nh4 harihara,577601,Davangere,Harihara,Durgappa,7090106203,Nh4 harihara,Sanjay kumar s,9964140461,4,A,4A
96,71955,DARSHAN PAN SHOP HARIHAR,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ADQ80733008-DARSHAN PAN SHOP HARIHAR20240926_1439mdno2.jpeg,14.4823633,75.8034633,Nh4 harihara,577601,Davangere,Harihara,Shanthamma ,7975354673,Nh4 harihara,Sanjay kumar s,9964140461,4,A,4A
2506,168945,SRI PRASANNA HASSAN IYENGAR RUSK HOUSE,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/outlet-photos/b8620465-4e31-4da6-9813-bd5417c2bf42,14.513653,75.8100092,Bus stand road harihara,577601,Davangere,Harihara,Kumar,9148508204,Bus stand road harihara,Sanjay kumar s,9964140461,4,B,4B
2507,169046,SHIGLI VEERUPAKSHAPPA PROVISION STORES,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/e0b8a3cb-1fbb-4992-a577-bb3479aa4622,14.5137315,75.8101121,Bus stand road harihara,577601,Davangere,Harihara,Sreekanth,8073263551,Bus stand road harihara,Sanjay kumar s,9964140461,4,B,4B
2509,169074,Dhanushree provision & general store,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/197aebfe-fdb2-4a2d-b46b-5ea5276b222b,14.5146717,75.8106245,Bus stand road harihara,577601,Davangere,Harihara,Veerabhadra,9741333026,Bus stand road harihara,Sanjay kumar s,9964140461,4,B,4B
2519,169154,LAKSHMI PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/80f58326-4283-4506-b28d-8bb1bb0ab3b1,14.5143562,75.8071265,Pb road harihara,577601,Davangere,Harihara,Vikas,9632005229,Pb road harihara,Sanjay kumar s,9964140461,4,D,4D
2520,169156,CHETAN PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/75c99756-5954-4ce6-987f-2a8fde5aa78a,14.5143585,75.8071229,Pb road harihara,577601,Davangere,Harihara,Chetan,8660372395,Pb road harihara,Sanjay kumar s,9964140461,4,D,4D
2517,169151,R K SWEETS TRADERS,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/61944328-75f5-4723-ab87-6a38abe8766a,14.5129315,75.8075183,Pb road harihara,577601,Davangere,Harihara,Abdul,9964030775,Pb road harihara,Sanjay kumar s,9964140461,4,C,4C
2515,169149,BHARATH SWEETS,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/b498464a-bf08-41bd-85db-51f27ef72163,14.5108687,75.807286,Pb road harihara,577601,Davangere,Harihara,Noor,9901198120,Pb road harihara,Sanjay kumar s,9964140461,4,C,4C
2513,169134,S M R AGENCIES,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/faf1b33e-89c4-4d8a-86a0-2681b552277f,14.5089276,75.8069504,Pb road harihara,577601,Davangere,Harihara,Syed,9900892394,Pb road harihara,Sanjay kumar s,9964140461,4,A,4A
48,71258,Vishwa Bandhu Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/FZF33847079-Vishwa Bandhu Provision Store20240920_15191294c4.jpeg,14.3209639,75.9921043,Kurke davanagere,577514,Davangere,Davanagere,Shivu kumar ,9481333430,Kurke davanagere,Sanjay kumar s,9964140461,5,,5
1038,93382,Ganesh store ,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LGY23355652-Ganesh store 20240920_16183heei.jpeg,14.3250001,75.9911318,Kurke davanagere,577514,Davangere,Davanagere,Ganesh,9900983482,Kruke davanagere,Sanjay kumar s,9964140461,5,,5
1040,93384,Mahadev store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/NLC98940134-Mahadev store20240920_1404i1mp5.jpeg,14.3217451,75.9923401,Kurke davanagere,577514,Davangere,Davanagere,Mahadev,9535479855,Kurke davanagere,Sanjay kumar s,9964140461,5,,5
608,85629,Sri Murali Siddeshwara Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/UJY26795713-Sri Murali Siddeshwara Provision Store20240920_1510nbgim.jpeg,14.321145,75.9919734,Kurke,577514,Davangere,Davanagere,Raju,9535851374,Kurke davanagere,Sanjay kumar s,9964140461,5,,5
764,88554,ANJANEYA PRAVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SNO10280659-ANJANEYA PRAVISION STORE20240919_1505l5ba0.jpeg,14.410515,75.8645383,Jarekatte,577004,Davangere,Davanagere,Shashidhar,8073691847,Jarekatte,Sanjay kumar s,9964140461,6,,6
1081,94331,Ravi kb,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VAJ49485833-Ravi kb20240919_140916p51g.jpeg,14.4106033,75.8658299,Jarekatte,577004,Davangere,Davanagere,Raju kb,9902765691,Near petrol bank,Sanjay kumar s,9964140461,6,,6
244,74306,Raju store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/URJ29896212-Raju store20240919_151916blio.jpeg,14.4108531,75.864185,Jarekatte,577004,Davangere,Davanagere,Raju,9620495559,Jarekatte,Sanjay kumar s,9964140461,6,,6
927,91366,Shanmukappa store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BBT80325046-Shanmukappa store20240919_142914fc8d.jpeg,14.4111498,75.8644866,Jarekatte davanagere,577004,Davangere,Davanagere,Shanmukappa,9844669563,Jarekatte,Sanjay kumar s,9964140461,6,,6
1297,100026,Shivakumar Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/FTZ13251369-IMG-20241007_134616cdjc.jpeg,14.4073297,75.8573157,Drvarabelakere davanagere,577001,Davangere,Davanagere,Prasana,9740592816,Drvarabelakere davanagere,Sanjay kumar s,9964140461,6,,6
59,71466,SHRI RAGHAVENDRA CAKE PALACE,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JZI54278311-SHRI RAGHAVENDRA CAKE PALACE20240919_1454md1lg.jpeg,14.4108316,75.8642816,Jarikatte davanagere,577004,Davangere,Davanagere,Shivaraj,9740489094,Jarikatte davanagere,Sanjay kumar s,9964140461,6,,6
1461,107333,AADHYA PAN SHOP,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/NPL58435873-IMG-20241129_13154d0e6.jpeg,14.4135107,75.8670486,Davanagere,577001,Davangere,Davanagere,Deepak,7406391954,Davanagere,Sanjay kumar s,9964140461,6,,6
1760,114414,Ashwini Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/NRJ48696539-IMG-20241007_14088d178.jpeg,14.4100519,75.8631514,Jati katte davanagere,577001,Davangere,Davanagere,BASAVARAJAPPA,7026001909,Jari katte,Sanjay kumar s,9964140461,6,,6
861,90386,VENKATA RAMANA SHOP,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/MWU06230633-VENKATA RAMANA SHOP20240921_130016en4e.jpeg,14.385175,75.90374,Arnekal davanagere,577001,Davangere,Davanagere,Venkata ramana,9900368479,Arnekal davanagere,Sanjay kumar s,9964140461,7,,7
763,88544,Shri Siddheshwar Bakery,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LDL24138411-Shri Siddheshwar Bakery20240921_11071968n5.jpeg,14.3887469,75.9046637,Arnekal davanagere,577001,Davangere,Davanagere,Kashinsth m,9742553407,Arnekal davanagere,Sanjay kumar s,9964140461,7,,7
577,84037,VIJAYA BHAI SHOP,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/MPY51609704-IMG-20240921_1441jnm0b.jpeg,14.3923136,75.9052169,Arnekal davanagere,577001,Davangere,Davanagere,Vijaya bhai,9880616749,Arnekal davanagere,Sanjay kumar s,9964140461,7,,7
624,86043,Veerabhadreshwara Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ESJ69110692-Veerabhadreshwara Provision Store20240921_12101014a6.jpeg,14.3890501,75.9045204,Arnekal davanagere,577001,Davangere,Davanagere,Virendra,9740980222,Arnekal davanagere,Sanjay kumar s,9964140461,7,,7
2252,152516,SHRI SIDDESHWARA BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/outlet-photos/7c433594-ff8c-4ff0-9939-a72d0780a9cf,14.3888621,75.9046267,Hadadi road davanagere,577530,Davangere,Harihara,Kashinath,9742553407,Hadadi road davanagere,Sanjay kumar s,9964140461,7,,7
2254,152588,RAKESH BEEDA STALL,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/outlet-photos/b1dc1abc-a4b6-4582-9bf1-28ab072b9d5c,14.3888539,75.9046517,Haddadi road harihara,577530,Davangere,Harihara,Rudresh,9743497123,Haddadi road davanagere,Sanjay kumar s,9964140461,7,,7
2253,152558,SRI VENKATESHWARA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/2a06feaa-07ea-4f88-996b-95fe0e4e9262,14.3888524,75.9046501,Haddadi road harihara,577530,Davangere,Harihara,Arun,9353235556,Haddadi road harihara,Sanjay kumar s,9964140461,7,,7
2251,152453,SRI VEERBHADRAESHWAR PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/491a151a-8166-4946-b47e-6239e79d7765,14.3891414,75.9046658,Hadadi road davanagere,577530,Davangere,Harihara,Saishankar,9844658492,Hadadi road davanagere,Sanjay kumar s,9964140461,7,,7
68,71572,SHRI VEERBHADRESHWAR BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BMC17775555-SHRI VEERBHADRESHWAR BAKERY20240921_1046fol4b.jpeg,14.3884034,75.9043435,Bislery davanagere,577514,Davangere,Davanagere,Tippeswami,9591472467,Bislery davanagere,Sanjay kumar s,9964140461,7,,7
720,87828,Sri Venkateswara tea point,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZQX17440077-Sri Venkateswara tea point20240921_1400g9936.jpeg,14.3918033,75.9051717,Arnekal davanagere,577001,Davangere,Davanagere,totamma,9999999999,Arnekal davanagere,Sanjay kumar s,9964140461,7,,7
643,86393,Sri Venkateswara Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BMD25185224-Sri Venkateswara Provision Store20240921_112742c7f.jpeg,14.3889604,75.9047648,Arnekal davanagere,577001,Davangere,Davanagere,Arun ,9353235556,Arnekal davanagere,Sanjay kumar s,9964140461,7,,7
97,71972,ANJANEYA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XVU90850937-ANJANEYA PROVISION STORE20240920_16435ohii.jpeg,14.3418318,75.9832669,Attigere davanagere,577514,Davangere,Davanagere,Hanumanthappa,9164443768,Attigere,Sanjay kumar s,9964140461,8,,8
1759,114357,Sanvi Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZGE46823558-IMG-20241005_1508agn3f.jpeg,14.34366,75.9831917,Dyamanehalli davanagere,577001,Davangere,Davanagere,Raghavendra,8330046906,Dyamanehalli davanagere,Sanjay kumar s,9964140461,8,,8
789,88982,somanna Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/IAI29048289-somanna Provision Store20240920_16523i4cc.jpeg,14.3423189,75.9832684,Attigere,577514,Davangere,Davanagere,Veeresh,9880045168,Attigere,Sanjay kumar s,9964140461,8,,8
98,71973,Shri Basaveshwara hotel,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SDM05448774-Shri Basaveshwara hotel20240920_170317f8d6.jpeg,14.3420067,75.98336,Attigere davanagere,577514,Davangere,Davanagere,Savitha,6363390988,Attigere davanagere,Sanjay kumar s,9964140461,8,,8
625,86051,SRI RAMA GENARAL & PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GYC79698806-SRI RAMA GENARAL & PROVISION STORE20240918_1431ao4fc.jpeg,14.3980486,75.9639444,Nh4 Tholahunase,577514,Davangere,Davanagere,Muralikrishna,9739615599,Nh4 Tholahunase,Sanjay kumar s,9964140461,9,,9
1041,93397,Manja nayak ,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/OPB61614401-Manja nayak 20240918_160410i04f.jpeg,14.3968145,75.9638333,Nh4 Tholahunase,577514,Davangere,Davanagere,Manja nayak,7406928763,Nh4 Tholahunase,Sanjay kumar s,9964140461,9,,9
604,85452,Shri Lakshmi Venkateswara Bakery & sweets,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/AGW27258704-Shri Lakshmi Venkateswara Bakery & sweets20240918_14549768p.jpeg,14.3966822,75.9640489,Nh4 Tholahunase,577514,Davangere,Davanagere,Abhjith,6360596257,Nh4 Tholahunase,Sanjay kumar s,9964140461,9,,9
602,85149,Shri sevaalaal provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JKS79719416-IMG-20241005_10337agh.jpeg,14.3995333,75.9635167,Tholahunase davanagere,577001,Davangere,Davanagere,Ravi,9538094460,Tholahunase davanagere,Sanjay kumar s,9964140461,9,,9
2350,157208,SRI LAKSHMI VENKATESHWARA BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/outlet-photos/cd44c526-1043-4982-aed3-20a471c23381,14.3967073,75.9640075,Bada cross davanagere,577514,Davangere,Davanagere,Teju,7676707355,Bada cross davanagere,Sanjay kumar s,9964140461,9,,9
1073,94105,Manjanayak,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YVH84958037-Manjanayak20240918_1655gfai3.jpeg,14.3987152,75.9636032,Nh4 Tholahunase,577514,Davangere,Davanagere,Manjanayak,9449077817,Nh4 Tholahunase,Sanjay kumar s,9964140461,9,,9
128,72554,Rekha Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/IQP12583649-Rekha Provision Store20240918_170446d63.jpeg,14.3997099,75.9638029,Nh4 Tholahunase,577514,Davangere,Davanagere,Prakash,9535856528,Nh4 Tholahunase,Sanjay kumar s,9964140461,9,,9
1072,94103,Shashidhar,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LBD91573730-Shashidhar20240919_1030288ff.jpeg,14.4245063,75.8745566,Miltakatte davanagere,577004,Davangere,Davanagere,Shashidhar,9380834049,Miltakatte davanagere,Sanjay kumar s,9964140461,10,,10
